there %1000 +EX
thumbs %1 +NNS
downgrades %1 +NNS
filmmakers %1 +NNS
squabbles %1 +NNS
gays %3 +NNS
lounges %1 +NNS
suitcases %1 +NNS
tuesdays %1 +NNS
brightness %1 +NNS
visas %1 +NNS
pedestrians %1 +NNS
affirms %1 +NNS
piques %1 +NNS
reviewers %1 +NNS
gasps %4 +NNS
questionnaires %1 +NNS
leads %2 +NNS
torrents %1 +NNS
vistas %1 +NNS
leeches %1 +NNS
candles %2 +NNS
diseases %3 +NNS
edges %6 +NNS
mountains %7 +NNS
zippys %1 +NNS
costs %78 +NNS
jewels %1 +NNS
clauses %2 +NNS
wrongdoers %1 +NNS
domes %1 +NNS
correspondents %2 +NNS
intraspecies %1 +NNS
dividends %1 +NNS
suites %1 +NNS
divinities %1 +NNS
branches %21 +NNS
blackness %3 +NNS
weekdays %1 +NNS
tariffs %1 +NNS
browsers %1 +NNS
gates %4 +NNS
presents %1 +NNS
videogames %1 +NNS
critiquesoros %1 +NNS
pixies %1 +NNS
terms %87 +NNS
buds %4 +NNS
unwraps %1 +NNS
wilds %1 +NNS
instills %1 +NNS
islanders %2 +NNS
oevres %1 +NNS
rowboats %1 +NNS
wafers %2 +NNS
exams %1 +NNS
mugs %3 +NNS
snippets %1 +NNS
isogloss %2 +NNS
seafoods %2 +NNS
bugs %1 +NNS
limbs %3 +NNS
pinches %2 +NNS
loanwords %1 +NNS
embellishes %1 +NNS
pioneers %1 +NNS
restaurants %28 +NNS
heirlooms %1 +NNS
naches %1 +NNS
isobars %1 +NNS
buns %1 +NNS
cannibals %13 +NNS
bums %1 +NNS
unions %1 +NNS
formalities %1 +NNS
excels %1 +NNS
fragments %2 +NNS
saloons %2 +NNS
detects %2 +NNS
executives %9 +NNS
firefighters %1 +NNS
ties %9 +NNS
legions %1 +NNS
sandbanks %1 +NNS
taipans %1 +NNS
periodicals %2 +NNS
dynamics %5 +NNS
units %16 +NNS
precipitates %1 +NNS
pheromones %7 +NNS
cliches %2 +NNS
bruises %1 +NNS
connotations %5 +NNS
detectors %12 +NNS
prunes %1 +NNS
nytimes %3 +NNS
campers %12 +NNS
wipes %2 +NNS
toilets %3 +NNS
sixties %1 +NNS
restenosis %1 +NNS
hydrocarbons %13 +NNS
yeeeeeeears %1 +NNS
windows %32 +NNS
inroads %2 +NNS
types %47 +NNS
favourites %1 +NNS
genies %1 +NNS
tins %1 +NNS
rifles %1 +NNS
islets %1 +NNS
shoelaces %1 +NNS
suckers %4 +NNS
forebodings %1 +NNS
passages %6 +NNS
tips %7 +NNS
laborers %4 +NNS
breas %1 +NNS
telekinesis %1 +NNS
paintings %4 +NNS
fieldworkers %1 +NNS
mannequins %1 +NNS
slaves %3 +NNS
killers %2 +NNS
textbooks %1 +NNS
locals %8 +NNS
prescribers %2 +NNS
cranes %5 +NNS
stoops %2 +NNS
bedposts %1 +NNS
employers %7 +NNS
paragraphs %2 +NNS
bikes %5 +NNS
brightens %1 +NNS
twigs %2 +NNS
proteins %6 +NNS
suits %7 +NNS
employees %36 +NNS
demolitions %1 +NNS
frescoes %1 +NNS
tumors %1 +NNS
fibroblasts %39 +NNS
projects %30 +NNS
insurgents %1 +NNS
zooms %2 +NNS
depressions %2 +NNS
twins %10 +NNS
frowns %1 +NNS
fibers %3 +NNS
azulejos %1 +NNS
failings %1 +NNS
veins %1 +NNS
commodities %1 +NNS
tucks %2 +NNS
yours %31 +NNS
calipers %1 +NNS
cutoffs %1 +NNS
infections %1 +NNS
deficits %5 +NNS
rewards %6 +NNS
meltdowns %1 +NNS
clinics %2 +NNS
lions %5 +NNS
icons %2 +NNS
nouns %2 +NNS
ballrooms %1 +NNS
enlistments %1 +NNS
makings %1 +NNS
binoculars %4 +NNS
doors %19 +NNS
educates %1 +NNS
songbirds %3 +NNS
earnings %17 +NNS
assertions %2 +NNS
jacks %1 +NNS
abuses %3 +NNS
deceives %1 +NNS
seatbelts %1 +NNS
broadcasters %1 +NNS
bunches %1 +NNS
turnings %1 +NNS
dances %3 +NNS
subclass %1 +NNS
liabilities %3 +NNS
detractions %2 +NNS
meisters %1 +NNS
meyers %1 +NNS
stables %1 +NNS
matches %1 +NNS
ectokinases %1 +NNS
pleads %2 +NNS
sandals %1 +NNS
nuances %1 +NNS
biopsies %3 +NNS
intercepts %1 +NNS
haunches %1 +NNS
zones %4 +NNS
landfills %1 +NNS
deploys %1 +NNS
braces %3 +NNS
patrons %3 +NNS
wines %23 +NNS
mothers %6 +NNS
teacups %1 +NNS
distractions %1 +NNS
paints %1 +NNS
natives %6 +NNS
wings %9 +NNS
chests %1 +NNS
devotions %1 +NNS
scales %5 +NNS
convertors %1 +NNS
teleconferences %1 +NNS
machines %13 +NNS
magazines %3 +NNS
influences %5 +NNS
devices %10 +NNS
follies %1 +NNS
tubes %4 +NNS
snakes %6 +NNS
resorts %4 +NNS
clients %18 +NNS
mutants %2 +NNS
debits %1 +NNS
subsections %3 +NNS
poles %1 +NNS
leaders %35 +NNS
pipelines %4 +NNS
tattoos %1 +NNS
cheekbones %2 +NNS
outputs %3 +NNS
helmets %1 +NNS
clutches %1 +NNS
mills %23 +NNS
officials %42 +NNS
spareness %1 +NNS
buttocks %1 +NNS
reds %2 +NNS
regs %1 +NNS
bounds %3 +NNS
dangers %2 +NNS
precedences %3 +NNS
talks %11 +NNS
quants %2 +NNS
tundras %1 +NNS
paleotectonics %1 +NNS
polls %5 +NNS
anomalies %1 +NNS
disagreements %3 +NNS
gens %1 +NNS
stones %5 +NNS
wires %3 +NNS
tales %15 +NNS
gentlemen %11 +NNS
texts %2 +NNS
indices %4 +NNS
stomps %3 +NNS
weeds %1 +NNS
soldiers %14 +NNS
incentives %11 +NNS
mailinglists %1 +NNS
babies %8 +NNS
papers %18 +NNS
directors %11 +NNS
isoglosses %2 +NNS
corridors %2 +NNS
hubris %2 +NNS
circuits %1 +NNS
faults %8 +NNS
habits %6 +NNS
hieroglyphics %2 +NNS
relations %13 +NNS
weeks %72 +NNS
doses %6 +NNS
semesters %2 +NNS
photographs %10 +NNS
references %10 +NNS
photofinishers %1 +NNS
miles %31 +NNS
ratings %3 +NNS
letters %30 +NNS
murders %3 +NNS
things %270 +NNS
knees %14 +NNS
nights %8 +NNS
iterations %2 +NNS
elevators %1 +NNS
transmits %1 +NNS
upgrades %1 +NNS
balustrades %2 +NNS
snowballs %1 +NNS
airfields %1 +NNS
wrangles %1 +NNS
transformations %1 +NNS
haemorrhoids %1 +NNS
sheds %1 +NNS
execs %1 +NNS
pickles %1 +NNS
shopkeepers %1 +NNS
wiretaps %3 +NNS
disasters %3 +NNS
feminists %1 +NNS
invents %1 +NNS
juniors %2 +NNS
bills %18 +NNS
romances %1 +NNS
chuckles %1 +NNS
sergeants %1 +NNS
reinterprets %1 +NNS
tastes %6 +NNS
landslides %1 +NNS
typos %2 +NNS
advertisements %1 +NNS
administrators %1 +NNS
wishes %2 +NNS
audiences %1 +NNS
clowns %1 +NNS
phonotaxis %2 +NNS
riders %3 +NNS
implicates %1 +NNS
isoforms %2 +NNS
liberators %1 +NNS
prisoners %5 +NNS
mikes %7 +NNS
majors %1 +NNS
grassroots %1 +NNS
currencies %1 +NNS
sentries %1 +NNS
arrows %6 +NNS
suppliers %8 +NNS
outages %1 +NNS
squashes %1 +NNS
oreilles %1 +NNS
premises %1 +NNS
metaphors %2 +NNS
thats %2 +NNS
ficlets %3 +NNS
pads %3 +NNS
producers %11 +NNS
pollsters %1 +NNS
athletes %7 +NNS
waists %1 +NNS
roughness %2 +NNS
nieces %1 +NNS
storefronts %1 +NNS
starbies %1 +NNS
logistics %2 +NNS
venes %1 +NNS
densities %1 +NNS
robes %2 +NNS
tanks %1 +NNS
phases %2 +NNS
desires %5 +NNS
flames %2 +NNS
grandchildren %5 +NNS
restraints %1 +NNS
bestsellers %1 +NNS
pans %5 +NNS
ears %21 +NNS
vomits %3 +NNS
ambitions %1 +NNS
chambers %11 +NNS
misstatements %1 +NNS
meats %1 +NNS
characters %34 +NNS
minds %7 +NNS
subsidiaries %1 +NNS
privileges %9 +NNS
replicas %3 +NNS
paws %2 +NNS
tomorrows %2 +NNS
beatings %2 +NNS
straits %1 +NNS
indulgences %2 +NNS
ladders %1 +NNS
baserunners %1 +NNS
thornbushes %1 +NNS
rockers %1 +NNS
ponds %6 +NNS
bacteriumis %1 +NNS
seafarers %2 +NNS
lists %10 +NNS
inns %1 +NNS
craps %1 +NNS
bears %1 +NNS
voussoirs %1 +NNS
paychecks %1 +NNS
spaces %9 +NNS
tickets %6 +NNS
biosynthesis %1 +NNS
creases %1 +NNS
beverages %1 +NNS
beans %3 +NNS
strategies %14 +NNS
use—his %1 +NNS
appliances %4 +NNS
thoroughfares %1 +NNS
eicosanoids %1 +NNS
statutes %4 +NNS
servants %2 +NNS
robotics %1 +NNS
keyboards %1 +NNS
listings %5 +NNS
activists %3 +NNS
terminals %1 +NNS
subdues %1 +NNS
electronics %9 +NNS
testimonials %7 +NNS
attempts %21 +NNS
pennies %1 +NNS
meals %4 +NNS
roads %6 +NNS
crabs %1 +NNS
importers %1 +NNS
chemotaxis %3 +NNS
beads %4 +NNS
means %25 +NNS
puzzles %1 +NNS
airlines %2 +NNS
endears %1 +NNS
sentinels %1 +NNS
sanctuaries %4 +NNS
constituents %1 +NNS
outlets %4 +NNS
goats %2 +NNS
walgreens %1 +NNS
peanuts %3 +NNS
toes %9 +NNS
thankfulness %1 +NNS
timelessness %1 +NNS
trumpeters %1 +NNS
subcategories %1 +NNS
adapts %1 +NNS
grounds %9 +NNS
cultures %14 +NNS
egestas %1 +NNS
stitchers %1 +NNS
ribs %2 +NNS
thousands %51 +NNS
scandals %1 +NNS
goals %40 +NNS
ions %1 +NNS
gigs %1 +NNS
evans %1 +NNS
gazes %1 +NNS
binds %5 +NNS
premiums %4 +NNS
tons %7 +NNS
funerals %1 +NNS
conceptions %1 +NNS
polarizers %1 +NNS
spells %1 +NNS
media %40 +NNS
vulnerabilities %2 +NNS
monarchists %1 +NNS
tops %1 +NNS
callers %1 +NNS
builders %2 +NNS
stores %19 +NNS
wives %4 +NNS
tapes %12 +NNS
probes %1 +NNS
trillions %4 +NNS
relaxes %1 +NNS
shifts %9 +NNS
perforations %1 +NNS
lesions %2 +NNS
capabilities %10 +NNS
discounts %2 +NNS
errands %1 +NNS
it—as %1 +NNS
peoples %23 +NNS
accidents %3 +NNS
glitches %1 +NNS
toys %2 +NNS
undies %2 +NNS
garnishes %1 +NNS
cheerios %1 +NNS
serials %1 +NNS
traditions %7 +NNS
decreases %3 +NNS
regrets %5 +NNS
countries %59 +NNS
storms %3 +NNS
byproducts %1 +NNS
baroness %1 +NNS
ethics %18 +NNS
rocks %9 +NNS
pilots %1 +NNS
barriers %8 +NNS
remarks %5 +NNS
chandeliers %2 +NNS
felonies %1 +NNS
variants %7 +NNS
apartments %1 +NNS
darkness %12 +NNS
systems %35 +NNS
ships %10 +NNS
catalyzes %1 +NNS
hawks %3 +NNS
popes %1 +NNS
downs %2 +NNS
cousins %2 +NNS
oxides %2 +NNS
stillness %1 +NNS
tricycles %1 +NNS
amuses %1 +NNS
pathogenesis %4 +NNS
sensations %1 +NNS
weirdness %1 +NNS
beasts %2 +NNS
phineas %1 +NNS
hierarchies %2 +NNS
co-pilot %1 +NNS
disputes %2 +NNS
prostanoids %1 +NNS
campuses %1 +NNS
students %70 +NNS
generations %10 +NNS
pools %5 +NNS
commitments %7 +NNS
caterpillars %1 +NNS
emits %2 +NNS
titles %1 +NNS
exits %2 +NNS
seizes %3 +NNS
regiments %2 +NNS
assessments %4 +NNS
alertness %1 +NNS
poops %1 +NNS
months %97 +NNS
fiefdoms %1 +NNS
dialectologists %1 +NNS
placodes %7 +NNS
beards %1 +NNS
crystals %1 +NNS
antelopes %1 +NNS
trophies %1 +NNS
regimes %1 +NNS
deflects %1 +NNS
emissions %60 +NNS
brits %1 +NNS
jackets %4 +NNS
weekends %8 +NNS
pirates %4 +NNS
thirds %2 +NNS
bipeds %1 +NNS
lives %54 +NNS
tigers %8 +NNS
becks %1 +NNS
treasures %5 +NNS
matriarchies %1 +NNS
addresses %6 +NNS
defendants %17 +NNS
beneficiaries %1 +NNS
chairs %14 +NNS
fifties %1 +NNS
golems %1 +NNS
revenues %5 +NNS
vents %1 +NNS
servers %1 +NNS
patrollers %15 +NNS
resguardos %1 +NNS
standards %61 +NNS
ounces %3 +NNS
hindquarters %1 +NNS
remainders %1 +NNS
chains %7 +NNS
ornaments %4 +NNS
digress %1 +NNS
externals %1 +NNS
slugs %1 +NNS
domains %1 +NNS
peddlers %1 +NNS
fenders %1 +NNS
complexes %5 +NNS
jails %1 +NNS
dialects %4 +NNS
rebates %1 +NNS
crusades %1 +NNS
expanses %1 +NNS
reproductions %1 +NNS
modifications %3 +NNS
scrapes %1 +NNS
exactions %1 +NNS
analysts %8 +NNS
homicides %1 +NNS
dangles %1 +NNS
environmentalists %2 +NNS
musicians %3 +NNS
fraudsters %2 +NNS
tellers %1 +NNS
winters %1 +NNS
ports %5 +NNS
bacteria %2 +NNS
guilders %9 +NNS
panels %1 +NNS
maneuvers %1 +NNS
viruses %4 +NNS
statins %9 +NNS
wells %5 +NNS
shutters %1 +NNS
deserts %4 +NNS
courts %11 +NNS
arsonists %1 +NNS
james %1 +NNS
eorts %2 +NNS
tarts %1 +NNS
pets %5 +NNS
compartments %1 +NNS
analyses %12 +NNS
pews %5 +NNS
assumptions %10 +NNS
strands %3 +NNS
predecessors %1 +NNS
repercussions %1 +NNS
opportunities %30 +NNS
snarls %4 +NNS
lapses %1 +NNS
charsets %6 +NNS
interconnections %3 +NNS
kitchens %2 +NNS
edicts %1 +NNS
notebooks %1 +NNS
payers %2 +NNS
casualties %3 +NNS
offers %4 +NNS
mountaintops %1 +NNS
pleasures %3 +NNS
objectives %7 +NNS
subsides %1 +NNS
blouses %1 +NNS
shadows %12 +NNS
utilities %18 +NNS
pointers %2 +NNS
counselors %3 +NNS
estuaries %1 +NNS
ghosts %1 +NNS
friends %104 +NNS
jurors %2 +NNS
cables %3 +NNS
diets %1 +NNS
malfunctions %1 +NNS
imbalances %1 +NNS
wellness %2 +NNS
tracts %4 +NNS
crews %4 +NNS
moments %13 +NNS
handicrafts %2 +NNS
classrooms %4 +NNS
husbands %6 +NNS
pandas %2 +NNS
shines %4 +NNS
merits %1 +NNS
structures %23 +NNS
birds %22 +NNS
lifestyles %1 +NNS
clientele %1 +NNS
reasons %70 +NNS
struggles %1 +NNS
beers %2 +NNS
portraits %3 +NNS
dictionaries %1 +NNS
editorials %1 +NNS
traders %4 +NNS
factories %10 +NNS
kernels %1 +NNS
priorities %12 +NNS
saplings %1 +NNS
reservoirs %1 +NNS
meets %1 +NNS
pictures %18 +NNS
people %799 +NNS
celebrations %1 +NNS
memories %18 +NNS
scammers %1 +NNS
folks %21 +NNS
regions %29 +NNS
trades %2 +NNS
blackbirds %6 +NNS
mudbanks %1 +NNS
parsers %1 +NNS
databases %3 +NNS
scarcities %1 +NNS
carbohydrates %2 +NNS
temples %8 +NNS
wineries %5 +NNS
periods %8 +NNS
linguists %6 +NNS
communists %1 +NNS
scientists %19 +NNS
annoys %1 +NNS
walkers %2 +NNS
noodles %2 +NNS
ads %6 +NNS
antedates %1 +NNS
wrongs %1 +NNS
cruelties %1 +NNS
tables %10 +NNS
eggs %3 +NNS
journals %28 +NNS
sleeves %2 +NNS
enlists %1 +NNS
degenerates %1 +NNS
variations %9 +NNS
attorneys %10 +NNS
aprons %1 +NNS
cabs %1 +NNS
goers %1 +NNS
radicals %1 +NNS
descriptions %5 +NNS
identities %4 +NNS
hoppers %1 +NNS
spades %1 +NNS
headlines %2 +NNS
alumni %1 +NNS
sorcerers %1 +NNS
anyways %2 +NNS
teabaggers %1 +NNS
artisans %2 +NNS
scuttles %1 +NNS
contracts %16 +NNS
analogs %2 +NNS
landings %1 +NNS
acids %4 +NNS
ans %1 +NNS
tunes %1 +NNS
hermaphrodites %1 +NNS
locutions %1 +NNS
years %443 +NNS
adherents %1 +NNS
algorithms %1 +NNS
ass %7 +NNS
fringes %1 +NNS
cans %1 +NNS
inquiries %2 +NNS
fonts %5 +NNS
choices %17 +NNS
directories %3 +NNS
throes %1 +NNS
caps %5 +NNS
congratulations %1 +NNS
responders %1 +NNS
republicans %5 +NNS
macroweaknesses %1 +NNS
cars %25 +NNS
traffickers %5 +NNS
reflexes %2 +NNS
naps %1 +NNS
cats %16 +NNS
traces %3 +NNS
adjustments %3 +NNS
villas %3 +NNS
evils %2 +NNS
strangers %2 +NNS
fortunes %4 +NNS
counterparties %1 +NNS
administrations %2 +NNS
brows %2 +NNS
gaglines %1 +NNS
copters %1 +NNS
translators %1 +NNS
aggregates %1 +NNS
sticks %1 +NNS
bas %1 +NNS
basses %5 +NNS
accents %5 +NNS
asians %2 +NNS
 opportunities %1 +NNS
fools %1 +NNS
soaks %1 +NNS
supersedes %2 +NNS
contras %1 +NNS
protests %2 +NNS
announcements %1 +NNS
receivers %1 +NNS
inoculations %1 +NNS
collectibles %1 +NNS
tracks %4 +NNS
controls %12 +NNS
compositions %3 +NNS
people’s %1 +NNS
usages %2 +NNS
foods %2 +NNS
dubloons %1 +NNS
arrays %2 +NNS
elephants %3 +NNS
leaseholders %1 +NNS
cracks %3 +NNS
pockets %9 +NNS
corrections %1 +NNS
civilizations %1 +NNS
awards %5 +NNS
meticulousness %1 +NNS
participants %22 +NNS
posts %10 +NNS
animals %72 +NNS
ctions %3 +NNS
sediments %3 +NNS
preservationists %1 +NNS
jurisdictions %2 +NNS
birthplaces %1 +NNS
tasks %15 +NNS
watchers %1 +NNS
doctors %22 +NNS
sessions %6 +NNS
enemies %7 +NNS
closures %1 +NNS
oozes %1 +NNS
carvings %5 +NNS
apart—stretches %1 +NNS
excuses %4 +NNS
reconstructions %1 +NNS
conflicts %10 +NNS
trends %12 +NNS
moderators %1 +NNS
captures %2 +NNS
sponsors %3 +NNS
difficulties %7 +NNS
permissiveness %1 +NNS
sandinistas %1 +NNS
transcripts %8 +NNS
conditions %27 +NNS
partners %10 +NNS
tugs %1 +NNS
merges %1 +NNS
uncovers %1 +NNS
deliveries %1 +NNS
rods %2 +NNS
rivals %2 +NNS
gods %7 +NNS
shreds %1 +NNS
cabins %2 +NNS
chances %11 +NNS
cas %1 +NNS
compliments %1 +NNS
pitfalls %1 +NNS
blackouts %2 +NNS
shotglass %1 +NNS
pics %2 +NNS
phosphates %6 +NNS
editions %2 +NNS
commuters %2 +NNS
sportsmen %3 +NNS
prerequisites %1 +NNS
readers %30 +NNS
cds %1 +NNS
reincarnations %1 +NNS
corresponds %3 +NNS
cherries %1 +NNS
pigs %3 +NNS
interventions %11 +NNS
formations %2 +NNS
protocols %6 +NNS
symphonies %1 +NNS
packages %9 +NNS
somersaults %1 +NNS
deliberations %3 +NNS
rotates %3 +NNS
nations %23 +NNS
beauties %1 +NNS
constructions %13 +NNS
aches %1 +NNS
legends %2 +NNS
mandibles %2 +NNS
pins %1 +NNS
twitters %1 +NNS
kudos %1 +NNS
interludes %1 +NNS
rows %7 +NNS
eagles %4 +NNS
drawings %1 +NNS
css %1 +NNS
piss %1 +NNS
neighborhoods %20 +NNS
lollipops %1 +NNS
militaries %1 +NNS
seniors %17 +NNS
nightmares %1 +NNS
metamorphosis %2 +NNS
cvs %2 +NNS
descendants %3 +NNS
experiments %23 +NNS
pits %1 +NNS
lifeguards %2 +NNS
daughters %6 +NNS
speculators %2 +NNS
greyness %1 +NNS
boards %4 +NNS
headers %2 +NNS
pouches %2 +NNS
photographers %2 +NNS
hackers %1 +NNS
trains %1 +NNS
trails %13 +NNS
incomes %2 +NNS
leftovers %2 +NNS
noblemen %2 +NNS
divisions %5 +NNS
repudiates %1 +NNS
survivors %10 +NNS
semantics %14 +NNS
domestic—is %1 +NNS
cathedrals %1 +NNS
campaigns %9 +NNS
voters %11 +NNS
dolphins %7 +NNS
embryogenesis %1 +NNS
webapps %1 +NNS
vacations %1 +NNS
observers %1 +NNS
traits %4 +NNS
trucks %5 +NNS
inhibitors %3 +NNS
crackheads %1 +NNS
dis %1 +NNS
terrorists %19 +NNS
awakens %2 +NNS
cucumbers %1 +NNS
dinners %5 +NNS
dns %1 +NNS
places %56 +NNS
grievances %1 +NNS
octets %1 +NNS
criminals %7 +NNS
splutters %1 +NNS
editors %3 +NNS
sections %22 +NNS
cinemas %3 +NNS
cloves %1 +NNS
mammals %2 +NNS
mounds %2 +NNS
shops %30 +NNS
prospects %4 +NNS
viewpoints %2 +NNS
ruffles %1 +NNS
ostriches %1 +NNS
necks %3 +NNS
supplies %16 +NNS
aliases %1 +NNS
misrepresentations %2 +NNS
ceasealas %1 +NNS
amendments %16 +NNS
excursions %3 +NNS
forces %42 +NNS
shows %11 +NNS
judgments %3 +NNS
delicacies %1 +NNS
shipments %2 +NNS
festivities %1 +NNS
illnesses %3 +NNS
conversations %14 +NNS
classifications %14 +NNS
businessmen %1 +NNS
breaches %1 +NNS
exiles %2 +NNS
shirts %2 +NNS
masterpieces %1 +NNS
articles %23 +NNS
textiles %1 +NNS
sunklands %1 +NNS
journeys %1 +NNS
martyrs %2 +NNS
tortoises %1 +NNS
coaches %1 +NNS
handguns %4 +NNS
provinces %1 +NNS
acquaintances %1 +NNS
pronouns %1 +NNS
accoutrements %1 +NNS
hikers %2 +NNS
laces %1 +NNS
websites %2 +NNS
listeners %1 +NNS
glands %6 +NNS
sheets %9 +NNS
inserts %2 +NNS
panics %1 +NNS
timeframes %2 +NNS
experts %13 +NNS
signifies %4 +NNS
shoes %19 +NNS
honors %2 +NNS
harpoons %1 +NNS
rolls %10 +NNS
resolutions %15 +NNS
futures %4 +NNS
clouds %4 +NNS
gradients %1 +NNS
critics %32 +NNS
ideologues %1 +NNS
cess %1 +NNS
inconsistencies %2 +NNS
departs %1 +NNS
nets %8 +NNS
laryngitis %1 +NNS
news %1 +NNS
documents %28 +NNS
themes %4 +NNS
protections %3 +NNS
flavors %3 +NNS
analyzes %1 +NNS
ceramics %4 +NNS
hospitalizations %1 +NNS
memes %1 +NNS
vexes %1 +NNS
levels %48 +NNS
collars %1 +NNS
brickworks %2 +NNS
straps %2 +NNS
intentions %3 +NNS
taxis %3 +NNS
users %39 +NNS
patents %1 +NNS
sellers %1 +NNS
peters %1 +NNS
brokers %2 +NNS
taxes %25 +NNS
wholesalers %25 +NNS
marches %1 +NNS
curries %1 +NNS
sprayers %2 +NNS
investments %10 +NNS
enthusiasts %1 +NNS
fascias %1 +NNS
niches %1 +NNS
roles %8 +NNS
strays %2 +NNS
paddles %1 +NNS
betrays %2 +NNS
endeavours %1 +NNS
teases %2 +NNS
pharmaceuticals %1 +NNS
substitutes %1 +NNS
ailments %2 +NNS
companies %72 +NNS
voices %9 +NNS
eyeballs %1 +NNS
phrases %2 +NNS
rhythms %7 +NNS
floppies %1 +NNS
perspectives %2 +NNS
juries %2 +NNS
torches %1 +NNS
objections %8 +NNS
drapes %3 +NNS
airports %1 +NNS
spiders %1 +NNS
orphanages %1 +NNS
monopolies %3 +NNS
houseboats %2 +NNS
packets %1 +NNS
three-quarters %2 +NNS
events %71 +NNS
programmers %1 +NNS
robustness %1 +NNS
belies %2 +NNS
behaviours %2 +NNS
feigns %1 +NNS
associations %9 +NNS
pilgrims %3 +NNS
parlors %1 +NNS
apples %2 +NNS
purposes %20 +NNS
fractions %2 +NNS
balusters %1 +NNS
rulings %2 +NNS
changes %88 +NNS
teachings %1 +NNS
provisions %24 +NNS
subexpressions %6 +NNS
forefathers %2 +NNS
pelicans %1 +NNS
cornerstones %1 +NNS
layers %5 +NNS
inefficiencies %2 +NNS
sensibilities %1 +NNS
rattlesnakes %1 +NNS
landmarks %1 +NNS
forts %2 +NNS
observations %4 +NNS
lunatics %1 +NNS
petitions %5 +NNS
groups %91 +NNS
commanders %2 +NNS
certainties %1 +NNS
crazies %1 +NNS
obtains %1 +NNS
inhabitants %4 +NNS
isles %1 +NNS
successes %10 +NNS
publishers %9 +NNS
rivers %25 +NNS
needs %20 +NNS
forms %39 +NNS
lenders %11 +NNS
labs %1 +NNS
colonies %3 +NNS
settings %4 +NNS
golds %1 +NNS
forks %1 +NNS
lads %1 +NNS
burgers %2 +NNS
batteries %2 +NNS
crafts %6 +NNS
creations %4 +NNS
exercises %2 +NNS
wags %1 +NNS
bells %3 +NNS
goods %17 +NNS
intensifies %3 +NNS
orchestras %1 +NNS
statements %31 +NNS
writings %5 +NNS
dopers %1 +NNS
inventors %2 +NNS
makers %9 +NNS
summarizes %3 +NNS
landscapes %2 +NNS
escalators %1 +NNS
excesses %3 +NNS
lass %1 +NNS
wars %3 +NNS
barnacles %1 +NNS
deficiencies %1 +NNS
fixings %1 +NNS
mavens %1 +NNS
tonalities %1 +NNS
hiccups %3 +NNS
debts %6 +NNS
alias %3 +NNS
reports %36 +NNS
instryctions %2 +NNS
arrangements %13 +NNS
functions %13 +NNS
mansions %4 +NNS
laws %73 +NNS
populations %9 +NNS
cushions %5 +NNS
ends %2 +NNS
ways %59 +NNS
stockholders %1 +NNS
shamans %1 +NNS
gatherings %3 +NNS
strollers %1 +NNS
artifacts %5 +NNS
sorbees %2 +NNS
marketplaces %2 +NNS
alligators %1 +NNS
homers %4 +NNS
victors %1 +NNS
otters %3 +NNS
smugglers %1 +NNS
nuisances %1 +NNS
infants %2 +NNS
exhibitions %2 +NNS
destinations %4 +NNS
accentuates %1 +NNS
decks %1 +NNS
abstracts %1 +NNS
competitions %3 +NNS
housemates %1 +NNS
hecklers %1 +NNS
feelings %11 +NNS
seekers %3 +NNS
passions %2 +NNS
pronunciations %2 +NNS
apologies %2 +NNS
railings %16 +NNS
secrets %6 +NNS
trivialities %1 +NNS
backs %3 +NNS
fours %2 +NNS
forms—has %1 +NNS
transactions %5 +NNS
reaches %7 +NNS
rroads %1 +NNS
menus %1 +NNS
affords %1 +NNS
crops %4 +NNS
appeals %1 +NNS
atheists %1 +NNS
egrets %1 +NNS
wages %5 +NNS
merchants %5 +NNS
toads %2 +NNS
guidelines %12 +NNS
adders %1 +NNS
bedpartners %1 +NNS
bleats %1 +NNS
appears %1 +NNS
dominants %1 +NNS
epithets %1 +NNS
pieces %19 +NNS
staffers %2 +NNS
lunches %2 +NNS
substances %1 +NNS
personalities %2 +NNS
rugs %1 +NNS
dinosaurs %11 +NNS
pods %1 +NNS
motors %3 +NNS
treaties %1 +NNS
defenders %3 +NNS
bends %3 +NNS
degrees %23 +NNS
deals %9 +NNS
limitations %15 +NNS
junks %6 +NNS
compress %3 +NNS
transgressions %1 +NNS
ferryboats %1 +NNS
donations %5 +NNS
advantages %3 +NNS
runs %3 +NNS
guns %34 +NNS
ijs %1 +NNS
energies %1 +NNS
declarants %1 +NNS
flatscreens %1 +NNS
pols %1 +NNS
tricks %5 +NNS
existences %1 +NNS
jumps %4 +NNS
narrates %1 +NNS
repartimentos %1 +NNS
civilians %5 +NNS
ruts %1 +NNS
guts %1 +NNS
niks %1 +NNS
tankers %1 +NNS
introductions %3 +NNS
poss %1 +NNS
blinds %1 +NNS
babes %2 +NNS
nudges %1 +NNS
deductions %5 +NNS
guys %27 +NNS
processes %13 +NNS
butters %1 +NNS
veggies %1 +NNS
herrings %1 +NNS
hectares %5 +NNS
impersonators %1 +NNS
undulates %1 +NNS
syndromes %3 +NNS
hypotheses %1 +NNS
representations %4 +NNS
relenos %1 +NNS
rebels %1 +NNS
gloves %3 +NNS
cocktails %1 +NNS
barges %1 +NNS
hypothesis %4 +NNS
labyrinths %1 +NNS
interfaces %1 +NNS
caskets %2 +NNS
reports—reports %1 +NNS
allocations %2 +NNS
boundarylessness %2 +NNS
lewis %1 +NNS
demonstrations %1 +NNS
acts %20 +NNS
